state,county,race,cand,mean,sd,ci_95_lower,ci_95_upper
AK,Bristol Bay Borough,vap_hisp,pre_20_dem_bid,0.4914665359696049,0.21387921288450917,0.09985354440231849,0.8995774380666819
AK,Bristol Bay Borough,vap_oth,pre_20_rep_tru,0.4610797007680799,0.12482309911843878,0.23176901524179144,0.7073629277388674
AK,Bristol Bay Borough,vap_oth,pre_20_dem_bid,0.5389202992319201,0.12482309911843878,0.2926370722611322,0.7682309847582084
AK,Bristol Bay Borough,vap_white,uss_20_rep_sul,0.6550731525948007,0.11337628588891008,0.4329553403046996,0.87445472156986
AK,Bristol Bay Borough,vap_white,uss_20_dem_gro,0.34492684740519947,0.11337628588891008,0.1255452784301399,0.5670446596953005
AK,Bristol Bay Borough,vap_black,uss_20_rep_sul,0.5011352039364209,0.2744868331760149,0.02868525251132041,0.97717879673516
AK,Bristol Bay Borough,vap_black,uss_20_dem_gro,0.4988647960635792,0.2744868331760149,0.02282120326483986,0.9713147474886794
AK,Bristol Bay Borough,vap_hisp,uss_20_rep_sul,0.4865720173352825,0.2083209923022719,0.09924473937468242,0.8860405522177391
AK,Bristol Bay Borough,vap_hisp,uss_20_dem_gro,0.5134279826647176,0.2083209923022719,0.11395944778226076,0.9007552606253176
AK,Bristol Bay Borough,vap_oth,uss_20_rep_sul,0.3790125203883703,0.1017449545646369,0.19951623067812835,0.5847150323963294
AK,Bristol Bay Borough,vap_oth,uss_20_dem_gro,0.6209874796116296,0.1017449545646369,0.4152849676036709,0.8004837693218716
AK,Denali Borough,vap_white,pre_16_rep_tru,0.5896167732154065,0.03393100683821873,0.524995143137609,0.6547970497802509
AK,Denali Borough,vap_white,pre_16_dem_cli,0.41038322678459355,0.03393100683821873,0.34520295021974895,0.47500485686239097
AK,Denali Borough,vap_black,pre_16_rep_tru,0.5009106345966218,0.2314480309062711,0.071670769138427,0.925520183681928
AK,Denali Borough,vap_black,pre_16_dem_cli,0.49908936540337817,0.2314480309062711,0.07447981631807173,0.928329230861573
AK,Denali Borough,vap_hisp,pre_16_rep_tru,0.4987676419384341,0.2209606012332154,0.10103892371673157,0.899686100545945
AK,Denali Borough,vap_hisp,pre_16_dem_cli,0.5012323580615659,0.2209606012332154,0.1003138994540549,0.8989610762832686
AK,Denali Borough,vap_oth,pre_16_rep_tru,0.5143811056951001,0.20130510636115712,0.13126760423283773,0.8851688895159796
AK,Denali Borough,vap_oth,pre_16_dem_cli,0.4856188943049,0.20130510636115712,0.1148311104840202,0.8687323957671621
AK,Denali Borough,vap_white,uss_16_rep_mur,0.7531692706074282,0.03258184336149325,0.6877543421736579,0.8146610733063195
AK,Denali Borough,vap_white,uss_16_dem_met,0.24683072939257175,0.03258184336149325,0.18533892669368063,0.3122456578263419
